196219	+
196220	-
196336	-
196389	+
196390	-
196870	+
197017	+
197058	+
197075	-
197239	+
197240	-
197295	+
197615	+
197616	-
197891	+
197938	-
198358	-
198841	+
199153	+
199186	-
199251	+
199252	-
199736	+
199757	+
200003	+
201048	+
201076	+
201085	-
201502	-
201561	+
201820	-
202351	+
202352	-
202642	+
202643	-
202981	-
203708	+
203881	+
203921	+
203922	-
203945	+
203946	-
204067	+
204068	-
205046	+
205047	-
205124	+
206100	-
206130	+
206131	-
206141	+
206142	-
206205	+
206434	-
206447	-
207347	+
207348	-
207363	-
208036	+
208037	-
209303	-
209453	-
209502	+
209576	+
209577	-
209685	-
209867	+
210091	+
210092	-
210533	-
210644	+
210653	-
211066	-
211357	+
211358	-
211468	-
211495	-
211605	+
211756	-
211897	-
211900	+
211901	-
212460	+
212461	-
213239	+
213240	-
213575	+
213576	-
213620	+
213621	-
213765	+
214126	+
214385	+
214418	+
215333	+
215518	+
215794	-
215880	+
215881	-
216016	+
216017	-
216125	-
216253	-
216296	+
216297	-
216555	+
216886	-
217264	+
217265	-
217445	-
217703	+
217704	-
218089	+
218090	-
218793	+
218794	-
218966	-
219176	+
219177	-
219214	+
219215	-
219292	+
219517	+
219518	-
219538	+
219881	+
219882	-
219893	+
219894	-
219922	+
220027	+
220028	-
220255	+
220256	-
220318	+
220480	+
220868	-
220978	-
220992	+
220993	-
221247	+
221248	-
221389	+
221398	-
221550	+
221551	-
221772	+
221773	-
221828	-
222184	-
222237	+
222238	-
222270	-
222305	-
222324	+
222364	-
222429	+
222430	-
222475	+
222587	-
223177	-
223621	+
223622	-
224660	+
224661	-
225148	+
225149	-
225216	-
225235	+
225258	-
225322	+
225570	-
225648	-
225653	+
225654	-
225657	+
225856	+
225857	-
226389	+
227132	+
227133	-
227249	-
227660	-
228215	-
228930	-
229178	+
229778	+
229818	-
229826	+
229827	-
230934	+
231309	-
231329	+
232352	+
232810	-
233287	+
233547	+
233548	-
233954	+
234095	+
234096	-
234269	+
234329	+
234330	-
234345	+
234346	-
234518	+
234519	-
234588	-
234757	+
234758	-
234793	+
234870	+
234871	-
235009	+
235010	-
235046	-
235208	+
235209	-
235250	-
235531	-
236020	+
236062	-
236167	+
236282	+
236655	-
237462	+
237463	-
238216	-
238398	+
238399	-
238553	-
238620	+
238621	-
238746	+
238871	-
238952	-
239061	+
239062	-
239379	+
239394	+
240208	+
240209	-
241001	+
241002	-
241217	+
241820	+
241991	+
242226	-
242249	+
242250	-
242845	+
242943	-
243183	+
243709	-
243781	+
243782	-
243907	+
243908	-
244615	+
244616	-
245006	+
245221	+
245759	+
246589	-
246690	+
246691	-
246859	+
246860	-
246924	+
246925	-
247813	+
247814	-
247826	+
248009	+
248010	-
248289	-
248400	-
248487	+
248824	+
249194	+
249195	-
249430	-
250441	+
250442	-
250634	+
250635	-
250717	+
250810	+
250811	-
251227	+
251659	+
252046	+
252047	-
252118	+
252128	+
252129	-
252190	+
252191	-
252325	+
252326	-
252359	+
252360	-
252817	+
253097	+
253098	-
253254	-
253271	-
253289	+
253290	-
253364	-
253551	-
253655	+
253664	-
253712	+
253798	+
253799	-
253999	+
254183	+
254454	+
255136	+
255285	-
255311	-
255383	-
255479	+
255480	-
255562	+
255563	-
255580	+
255595	+
255596	-
255611	-
256109	-
256746	+
256747	-
256785	+
256786	-
257022	+
257023	-
257118	+
257225	+
257238	-
257624	+
257625	-
257634	+
257844	+
257965	+
257966	-
258054	+
258055	-
258276	+
258277	-
258391	+
258392	-
258897	+
258906	-
258981	+
259317	+
259318	-
259502	-
259531	+
259532	-
259599	+
259662	+
259986	-
260006	+
260007	-
260384	+
260399	+
260675	+
261162	+
261510	-
261870	+
261871	-
262209	+
262210	-
262294	-
262340	-
262877	+
262878	-
263040	-
263270	+
263282	+
263283	-
263287	+
263288	-
263828	+
263829	-
263863	+
263864	-
263960	+
264026	-
264661	+
265004	+
265005	-
265128	-
265390	+
265391	-
265580	+
265581	-
266091	-
266573	-
267142	+
267352	+
267353	-
267875	-
268039	+
268120	+
268189	+
268908	+
269221	+
269656	+
269657	-
269794	+
269939	+
269940	-
270637	+
270638	-
270700	+
270701	-
270823	+
270824	-
271270	+
271271	-
271433	+
272834	+
272835	-
273593	+
273594	-
273721	+
273722	-
273888	-
274422	+
274480	-
275223	+
275583	+
275584	-
275707	-
276127	-
276219	+
276845	+
277463	+
277501	-
277508	+
277728	+
277997	+
278106	-
278381	+
278504	+
278550	+
278820	+
278821	-
279923	+
279924	-
279972	-
279994	+
280078	+
280919	+
280920	-
281330	-
281648	+
281824	+
281825	-
281899	+
281900	-
281971	+
281972	-
282135	-
283723	+
284141	+
284278	+
285064	+
285161	+
285563	+
285564	-
286353	+
286354	-
286596	+
286702	+
286703	-
286759	-
286831	+
287035	-
287464	+
287474	+
287528	+
287529	-
287570	-
287644	+
287645	-
287676	-
287686	+
287687	-
287690	+
287691	-
287794	+
287795	-
288272	+
288273	-
288281	+
288389	+
288390	-
288772	+
288791	+
288848	+
289241	+
289631	+
289632	-
290170	-
290196	+
290197	-
290391	+
290471	+
290472	-
290532	+
290588	+
290690	+
291227	+
291356	+
291750	-
291809	+
291810	-
291900	-
291911	+
292386	+
292387	-
292509	+
292510	-
292788	+
293115	+
293215	-
293630	+
293631	-
293642	+
293643	-
293768	+
294376	-
294427	-
294483	-
294501	-
295533	-
296303	+
296312	-
296516	+
296517	-
298022	-
298609	-
298780	-
298861	-
298879	-
299253	+
299482	-
299812	+
300223	-
300321	-
300583	+
300617	+
300737	+
300913	-
301338	-
301859	+
301860	-
302127	-
302424	-
303004	+
303005	-
303204	+
303205	-
303325	+
303415	+
303416	-
303565	-
303805	+
303806	-
305378	+
305428	-
305447	+
305496	+
305497	-
305505	+
305506	-
305768	+
305769	-
306038	+
306066	-
306227	+
306349	-
306944	+
306945	-
307718	+
308397	+
308398	-
308596	+
309345	+
309346	-
309708	+
309742	-
309760	+
309761	-
310481	+
310482	-
310503	+
310504	-
310680	-
310994	+
312047	+
312056	-
312089	+
312341	+
312646	+
312647	-
312668	+
312821	-
312965	+
312966	-
313309	+
313310	-
313756	+
313757	-
316374	+
316375	-
316491	+
316523	+
316679	+
316723	+
316724	-
316846	+
317597	+
317598	-
317606	+
317607	-
318014	+
318015	-
318290	+
318291	-
318334	+
318945	+
319830	-
320022	+
320596	+
320597	-
321300	+
321918	+
322539	-
322955	-
322968	-
323078	-
323183	+
323184	-
323233	+
323491	+
323737	+
324062	-
324658	-
326072	+
326073	-
326076	+
326077	-
326100	+
326175	+
326467	+
326468	-
326567	-
327275	+
327335	+
327336	-
327801	+
327802	-
327892	-
328160	-
328680	+
329318	+
329477	+
329478	-
329540	+
329541	-
329759	+
330233	+
330234	-
330305	-
330572	+
330677	+
330678	-
331364	+
331365	-
331430	-
331590	-
332054	-
332835	-
332947	+
332948	-
332990	+
332991	-
333052	+
333053	-
333079	+
333285	+
333338	+
333339	-
333721	+
333722	-
333757	+
333758	-
333797	+
333833	-
333870	+
333871	-
334005	+
334006	-
334042	+
334085	-
334183	+
334184	-
334408	+
334409	-
334690	-
334964	-
335046	+
335824	+
336392	+
336393	-
336641	-
337544	-
337556	-
337561	-
337840	+
337841	-
337850	-
338513	-
338599	-
338985	+
338986	-
339215	-
339740	+
339741	-
339875	+
339965	+
339966	-
340037	-
340049	+
340050	-
340103	+
340167	+
340946	+
340947	-
341159	+
341487	-
341692	-
341820	+
341821	-
342030	-
342039	-
342405	-
343044	+
343224	-
343460	-
343495	+
343588	+
343589	-
344582	-
344686	-
345082	+
345083	-
345732	+
346275	+
346276	-
346443	+
346444	-
346498	-
346567	-
346760	+
346761	-
347345	-
347845	+
347846	-
347872	-
348050	+
348105	+
348137	+
348206	+
348207	-
348832	-
349354	-
349587	-
349616	+
349748	+
349749	-
350331	+
350438	+
350519	+
350520	-
350559	+
350560	-
351105	-
351398	-
351547	+
351548	-
352221	+
352389	+
352422	+
352491	-
352772	+
353201	+
353472	+
353613	+
353614	-
354256	+
354257	-
355143	+
355252	+
355253	-
355481	+
355482	-
355703	+
355719	-
355964	+
356037	-
356492	+
356563	+
356574	-
356627	+
356692	+
356693	-
357012	-
357061	+
357062	-
357130	+
357182	-
357880	+
358365	-
358373	-
358421	+
358595	+
359012	-
359278	+
359311	-
359523	+
359599	-
359760	+
359820	+
359821	-
360264	-
360836	+
360837	-
360840	+
360841	-
360900	-
361128	-
361147	+
361148	-
361389	+
361390	-
361620	+
361690	+
362106	+
362434	-
362525	-
362691	+
362692	-
364984	+
365040	+
365041	-
365464	+
365465	-
365551	-
366122	+
366159	-
367280	-
367513	+
367678	+
368198	+
368199	-
368256	-
368273	+
368312	+
368313	-
368339	+
368340	-
368358	+
368368	-
368458	-
368886	-
368979	+
368980	-
369041	+
369042	-
369165	-
369266	+
369314	+
370284	-
370381	-
370392	+
370818	+
370819	-
371245	+
371246	-
371640	-
371704	+
373115	+
373116	-
373161	-
373235	+
373236	-
373319	+
373508	-
373597	+
373598	-
374029	+
374084	+
374085	-
374183	-
374347	+
374485	+
374486	-
374518	+
374519	-
374564	+
374761	-
375045	+
375193	-
375291	+
375997	+
376035	+
376665	-
376981	+
377221	+
377222	-
377637	-
378733	-
379282	+
380026	+
380027	-
380726	-
381185	-
381971	+
381975	+
381976	-
382628	+
382629	-
382813	+
382814	-
382881	+
382912	+
382913	-
382959	+
382960	-
383119	+
383838	+
384009	+
384010	-
384045	+
384111	+
384112	-
384369	+
384399	+
384741	+
384742	-
384771	-
385193	-
385378	+
385379	-
386122	+
386645	-
387083	+
387084	-
388755	+
389313	+
389640	-
390527	+
390528	-
391820	+
391821	-
391899	-
391978	+
391979	-
391990	+
391991	-
392077	+
392078	-
392128	+
392129	-
392249	+
392250	-
393101	-
393180	-
393820	+
394056	-
394156	-
394208	+
394606	+
394607	-
395056	+
395057	-
395388	-
395723	+
395896	+
396268	+
396269	-
396552	-
396696	-
397048	+
397108	+
397186	+
397187	-
397277	-
397286	+
397324	+
397325	-
397530	-
397734	+
397735	-
397905	+
397906	-
397952	-
398633	-
398689	+
398969	-
399138	+
399348	+
399349	-
399601	+
400291	+
400292	-
400314	+
400315	-
400626	+
400918	-
401574	+
401575	-
401890	+
401895	+
401896	-
402483	+
402670	-
402857	-
403351	+
403352	-
403383	+
403423	+
403424	-
403484	+
403513	+
403684	+
403843	+
403844	-
403852	+
403853	-
404104	+
404105	-
404351	-
404658	-
404810	+
404912	+
405122	+
405171	+
405207	-
405307	+
405308	-
406174	-
406823	+
406893	+
406954	+
407150	+
407151	-
407210	+
407278	+
407279	-
407671	+
407816	+
407850	-
407897	+
408096	-
408129	-
408205	-
408628	+
408629	-
408643	+
408644	-
408930	+
409482	-
410094	+
410095	-
410785	-
410940	+
410941	-
411496	+
412415	+
412765	+
412952	+
412953	-
413078	+
413079	-
413824	+
413825	-
414038	+
414039	-
414330	-
414426	-
414566	+
414829	+
415531	+
415532	-
415580	-
415630	+
415631	-
415755	+
415836	+
415908	+
415909	-
416260	-
416350	+
416583	+
416584	-
416688	+
416689	-
418709	+
418828	-
419067	+
419068	-
420717	+
420767	-
421043	+
421212	+
421213	-
421254	+
421255	-
421419	+
421873	-
422030	+
422112	+
422573	+
422574	-
422773	+
422941	+
471964	+
471965	-
471980	-
471999	-
472663	-
473016	+
473518	-
474464	+
474465	-
475228	-
475656	+
475862	+
476653	+
476654	-
476809	+
476810	-
476871	+
476872	-
477232	+
478201	-
478272	+
478273	-
478323	+
479728	+
479956	+
480130	+
481844	+
482035	-
482288	+
482289	-
482669	+
482670	-
482735	+
482736	-
483286	+
483787	+
483788	-
483843	+
483844	-
484934	-
485686	+
485687	-
485965	+
486188	+
486189	-
486299	+
486498	-
486671	+
486672	-
487308	+
487309	-
487318	+
487319	-
487338	+
487339	-
487495	+
487581	+
487582	-
487681	+
487819	+
487820	-
488155	+
488156	-
488278	+
488413	+
488414	-
488474	-
488863	-
488893	+
489342	+
489343	-
489532	-
489696	+
489697	-
489703	+
489704	-
489733	+
489734	-
489747	+
489960	+
489961	-
490212	+
490515	+
490516	-
490689	+
490690	-
491034	+
491058	+
491059	-
491652	+
491653	-
491790	+
491791	-
491977	-
492050	+
492104	+
492740	-
493088	-
493174	+
493175	-
493200	+
493201	-
493402	+
493403	-
493678	+
495130	-
495148	-
495152	+
495172	-
495320	+
495575	+
495576	-
495840	-
495863	+
495905	+
495923	+
496290	-
496339	-
496587	-
496680	-
496730	+
496926	-
497060	+
497061	-
497947	-
498037	-
498339	+
498340	-
498705	-
499223	+
499272	+
499285	-
499669	-
499874	+
499875	-
500228	+
500338	-
500585	-
501208	-
501622	+
501623	-
501670	-
502733	-
502988	+
502989	-
503071	+
503176	+
503177	-
503222	+
503223	-
503282	-
503564	+
503565	-
505072	+
505073	-
505582	+
505583	-
505850	-
505927	+
505928	-
506116	+
506117	-
506842	+
506843	-
506877	+
507348	+
507349	-
507873	-
507951	+
507952	-
507990	+
509044	-
509343	+
509815	+
509816	-
509841	+
509842	-
509871	+
509886	+
509887	-
509934	+
509935	-
510190	+
510412	+
510413	-
510467	-
511076	-
511137	+
511469	+
511470	-
511488	+
511800	+
511990	-
512153	+
512154	-
512349	+
512350	-
512474	-
512477	+
512478	-
513122	+
513133	+
513134	-
513320	+
513457	+
513458	-
513647	+
513738	-
513806	+
514354	-
514362	+
514363	-
514371	+
514388	+
514434	+
514435	-
514624	-
515431	+
515524	+
515561	+
515718	-
516082	+
516449	+
516469	-
516505	-
516515	+
516549	+
516550	-
516581	+
516582	-
517422	+
517685	-
518027	-
519179	-
519729	-
519905	+
519906	-
520084	+
520126	+
520357	+
520461	-
521174	+
521175	-
521335	+
521336	-
521614	+
521615	-
521786	+
521929	+
522232	+
522233	-
522307	+
522371	+
522751	+
522752	-
523381	+
523382	-
523394	-
523456	+
523457	-
524283	+
524537	+
524538	-
524912	+
524913	-
524916	+
524917	-
525032	+
525264	+
525365	+
525366	-
525870	-
526526	+
526527	-
526600	+
526610	+
526800	-
527305	+
527306	-
527353	+
527835	+
528382	+
528426	+
529528	-
529752	+
530344	+
530456	+
530457	-
530958	-
531494	+
531495	-
531503	+
531504	-
531638	+
531639	-
532661	-
532704	-
532831	+
533174	+
533512	-
533605	-
534037	+
534362	-
534755	+
534756	-
534991	-
535076	-
535480	+
535481	-
535574	+
535631	-
535983	-
536522	-
536866	+
536867	-
536896	+
537139	+
537140	-
537878	-
537908	+
537909	-
537984	-
538425	+
538426	-
538583	-
538746	+
538747	-
538826	-
539117	+
539254	+
539255	-
540615	+
540616	-
540642	+
541102	+
541103	-
541883	-
541909	+
541910	-
542368	+
542369	-
542470	-
542850	-
543108	-
543158	+
543159	-
543432	-
543899	-
544045	+
544046	-
545851	-
545863	+
545917	-
548924	-
549854	+
550409	+
550727	+
550728	-
550934	+
550935	-
551101	+
551203	+
551218	+
551255	+
551256	-
552246	-
552344	+
552345	-
552621	-
552726	+
552727	-
552734	+
552735	-
552911	+
553184	+
553185	-
553280	+
553281	-
553302	-
553374	+
553375	-
553386	+
553387	-
553631	+
553632	-
553774	-
553799	+
553800	-
554656	+
554778	+
554779	-
555027	+
555062	+
555063	-
555249	+
555250	-
555304	-
555392	+
555429	+
555503	+
555708	+
555709	-
555843	+
555850	-
556125	+
556616	+
556734	-
556821	+
556822	-
556865	+
556866	-
557583	-
557804	+
557805	-
558044	+
558045	-
558251	-
558642	+
559344	+
559359	+
559360	-
559505	+
559716	+
559717	-
559731	+
559732	-
560003	+
560175	+
560176	-
562246	+
562379	+
562788	+
562789	-
562814	+
563930	+
563931	-
564055	-
564290	-
564540	+
564541	-
564710	+
564711	-
564774	+
564775	-
564815	+
564816	-
564824	+
564902	+
564903	-
564986	+
564987	-
565414	-
565697	-
566471	+
566483	+
566484	-
566534	+
566535	-
566567	+
566568	-
566597	-
566669	+
566692	+
566898	-
566942	+
567297	+
567298	-
567500	+
567501	-
567823	+
567824	-
568034	-
568644	+
568781	-
568788	+
569106	-
569988	+
570084	+
570085	-
571291	+
571573	+
571731	+
571732	-
571903	-
572026	-
572064	+
572505	+
572506	-
572680	+
572681	-
572725	+
572734	+
572735	-
572754	+
572755	-
572824	+
573012	+
573013	-
573026	-
573110	+
573210	+
573332	+
573333	-
573412	+
573679	+
573913	+
574664	+
574665	-
574721	+
575316	-
575559	+
575560	-
575644	+
575833	+
576256	-
576435	-
576530	+
577605	-
577750	+
577751	-
577764	-
577877	+
578008	+
578703	-
578986	+
578987	-
579376	-
580291	-
580410	+
580753	+
580823	-
580993	-
581367	+
581368	-
581408	-
581484	+
581568	+
581569	-
581602	+
583467	+
583897	+
583906	+
583907	-
583960	+
583961	-
584277	-
584548	+
584549	-
584853	+
584854	-
584888	-
584896	+
584897	-
584900	+
584901	-
584929	+
584930	-
585017	+
585071	-
585110	-
585460	+
585461	-
586035	+
586036	-
586602	+
586603	-
586672	-
587073	+
587074	-
587188	-
587262	+
587263	-
587596	+
587597	-
587709	-
587876	-
589094	+
589095	-
589271	+
589286	+
589356	-
589448	-
589663	+
590666	-
590904	+
590905	-
591156	-
591330	+
592139	-
592564	+
592565	-
592589	-
592600	+
592753	+
592805	+
592806	-
593463	+
593464	-
593823	+
594117	+
594118	-
594367	-
594408	+
594409	-
594524	+
594583	-
595292	+
595293	-
595663	-
595799	+
595800	-
596122	+
596282	+
596283	-
597329	-
597340	+
597430	+
598623	+
598693	-
598845	+
598846	-
599031	-
599332	+
600079	+
600080	-
600188	-
600654	-
600796	+
600809	-
601642	+
601643	-
601917	+
602023	+
602024	-
602270	-
602939	+
602940	-
603141	-
603738	-
604562	-
604939	+
604940	-
604991	+
605007	-
605047	+
605048	-
605071	+
605483	+
605484	-
605735	-
605787	-
606502	+
606503	-
607302	+
607303	-
607401	+
607635	+
607722	+
607746	-
607832	+
608107	+
608626	+
608977	-
609044	-
609396	+
609397	-
610237	-
611161	+
611273	-
611708	-
611879	-
612089	+
612145	-
612148	+
612149	-
612354	+
612762	+
612763	-
612800	-
612897	+
612898	-
612915	-
613710	-
613877	-
613993	-
614188	+
614189	-
614275	+
614313	+
614314	-
614471	-
614654	-
614870	-
614958	+
615309	+
615327	+
615406	+
615591	+
615786	+
615801	+
615802	-
615829	-
616141	+
616305	+
617091	+
617871	+
617919	-
618280	-
618691	-
618758	-
619203	-
619209	+
619475	-
620485	-
620991	-
621407	+
622398	+
623829	+
623952	+
623953	-
624327	+
624328	-
624459	+
624460	-
625163	+
625164	-
625558	-
625687	-
625751	+
625830	-
626210	+
626610	+
626611	-
627189	+
627199	+
627200	-
627575	+
627584	-
628023	+
628024	-
628254	+
628255	-
629023	-
629365	-
629383	+
629384	-
629425	+
629426	-
629525	-
629660	+
629984	-
630016	+
630266	-
630547	+
630548	-
631093	+
631094	-
631780	-
632113	-
632222	+
632260	-
632272	-
632315	+
632316	-
632424	+
632753	-
633131	+
634315	+
634316	-
634851	+
634858	-
635309	+
635310	-
635835	-
636346	-
636374	-
636421	-
636524	-
636964	+
637018	-
637532	+
637533	-
637684	+
637685	-
637919	+
637920	-
638116	+
638117	-
638528	+
638555	+
638914	+
639927	+
639928	-
640513	-
640956	-
641099	+
641219	+
641220	-
641298	-
641991	+
641992	-
641999	+
642017	+
642561	-
643082	-
643389	-
643855	+
643890	+
643891	-
645001	+
645211	-
645801	+
646039	-
646194	+
646426	+
646427	-
647249	+
647406	+
647651	+
647652	-
647704	-
647768	+
647949	+
647950	-
648110	+
