3996830	+
673769	-
2158856	+
1447242	-
696543	-
445628	-
72782	+
2867223	+
4729635	+
3588766	-
3106251	+
4579350	-
875525	-
4153263	+
288032	-
3453910	+
2401033	-
4109708	-
441024	+
3256504	-
43573	+
1467725	+
1120634	-
591204	+
1390613	+
982739	-
3762662	-
2906390	+
2404015	-
2579753	+
564942	+
3390018	+
3656324	-
747531	-
2711762	+
2084426	-
1921183	-
3179370	+
782070	-
3088783	+
244785	-
945464	-
3556405	-
16210	-
2960380	+
4177290	-
273877	-
2747424	+
315283	+
2613740	+
2287117	+
2472888	+
1791952	-
2150745	+
3599183	-
4492491	+
2021972	-
138563	-
3971137	-
244426	-
1135361	+
3873650	-
4073249	-
4217718	-
1724413	-
3229776	+
3481729	-
109804	-
2952738	-
2963349	-
4366358	+
3180250	-
635178	+
3465993	+
4302928	-
582800	+
1374597	-
3093497	-
3470355	-
3371905	+
1849939	+
2970802	+
3359417	+
4436008	+
3115337	+
277946	+
1178775	-
855475	+
3452644	+
1585916	+
2951064	-
3406025	-
1631262	-
4705003	+
3766117	+
2146708	+
2560574	+
4412444	-
852237	+
3797957	+
4053052	+
4252251	-
3328621	+
4643760	-
3078186	-
863490	+
1716723	-
3815490	-
4693548	+
4192100	+
903811	-
1348432	+
102811	-
2418056	+
537785	-
3787542	+
2961133	-
1318834	-
415099	-
4125008	-
3109445	+
362077	+
4126569	+
257102	-
3663422	+
3587733	+
2826208	+
4011034	-
3338029	-
3524003	-
2103883	-
296136	-
3081174	-
836463	+
2230611	-
37807	+
3844553	-
491250	+
2869307	+
4615608	+
1394724	+
4044884	-
2755978	+
606981	-
2873572	-
1083347	+
1009507	+
1093375	-
773345	+
3998782	-
3931222	-
1380886	+
2425256	-
3420709	-
508364	-
4390506	-
1863487	-
626875	+
1630961	-
2930796	+
2316974	+
4666898	-
4532230	+
3805128	+
364578	+
109651	+
1726123	+
502958	-
3357952	-
2729471	+
278956	+
2266642	+
1855716	+
1994184	-
3712610	+
4186460	+
4188906	-
1505856	-
1965449	+
856891	+
4349824	+
2214966	-
1268432	-
2612087	+
4393853	+
1824986	+
888392	+
1650719	-
543182	-
3823637	+
296282	+
2797004	+
1742806	+
647403	-
2665429	-
3954543	-
415984	+
3153919	-
3167416	-
3512945	+
3572805	-
753563	-
3022090	-
249570	+
4102258	+
1399974	+
259423	+
542364	-
4377611	-
2817314	-
4649598	-
4424641	-
3814559	-
2223578	+
3929939	+
787186	-
4698897	+
4235365	-
4551388	-
2855752	+
673937	-
4384171	-
2199130	-
751981	-
2228325	+
4620766	+
4366264	+
599086	+
909105	+
735619	+
1913179	-
72367	+
2075380	+
1091300	-
1745685	+
1650456	+
520296	-
2073958	+
2577832	+
261550	-
4671736	+
4400497	+
2644576	-
4175197	-
3681790	+
1377235	-
4205383	+
2288533	-
3577844	-
2971745	-
273078	-
1763238	+
2404431	+
3307842	+
59886	-
1282135	-
3792665	-
3571132	+
2878939	-
3252896	-
2083532	+
4354932	+
1741656	-
752831	+
1819440	-
2969957	-
77129	+
852273	-
2821264	-
4601534	-
3225302	-
190090	-
272034	-
4697543	+
940062	-
3228295	-
283484	+
4263077	-
1680788	+
3182790	-
4231775	+
2222479	-
395814	+
4703882	+
4423811	+
330935	-
3109216	+
1310630	-
2559996	-
1245104	-
4427676	+
798592	-
895672	-
82486	+
454029	-
3604166	+
1961603	-
3364547	+
3199505	-
1047356	-
3484634	-
1660281	+
3428006	+
4227138	+
2144831	-
1668818	+
3729935	-
1057790	-
1918252	-
3634389	-
2511241	-
4399326	-
3938546	-
1860881	+
2633021	+
1316961	+
3298435	+
1740433	-
2245547	-
4501872	-
3652932	+
3508715	+
146856	-
4588226	+
1382079	-
642196	+
3118525	-
2353777	-
3641628	-
2623115	-
1934991	-
3209063	-
346902	-
933080	-
11418	-
433061	+
1316710	+
4000955	+
4479928	-
3279667	+
757846	-
783520	+
281612	+
3969642	-
906813	-
3774039	-
4300730	-
3154857	-
279901	+
43338	-
2849890	-
706902	+
3450262	+
1519542	+
1175371	-
918815	+
360881	-
3402039	+
3881432	+
1741035	+
1316835	-
3139112	-
329663	-
4118420	+
3541153	+
1703422	-
3607892	-
3642373	-
4579912	+
1387982	-
443186	+
598627	+
4410752	-
3470390	+
2518431	+
318820	+
3999598	+
1870721	-
65990	+
1537721	-
2208014	-
2983187	+
3824903	-
4135912	+
4083023	+
3114362	+
3412257	+
382352	+
3774214	+
1173663	-
1548417	+
3909136	+
1173234	-
3819036	+
407951	+
3956014	-
1458279	+
68170	+
2178518	-
90435	+
1918432	-
333236	+
2706259	-
4695751	+
1502872	-
3880380	-
2835698	+
4431732	-
1680485	+
1651621	-
1292425	+
3111404	+
2850588	-
4697951	+
4714448	-
4696584	-
160462	-
4291895	-
3531430	-
3270715	-
3515515	+
2063762	+
4397239	+
4582922	-
1599863	-
703083	+
1799255	-
1470903	-
808716	-
4377851	+
4337860	-
3257786	+
1719034	-
4681839	+
1598094	-
3435281	-
3578556	-
2128960	-
4225577	-
4071799	+
965182	-
2483331	+
4221428	+
4510885	+
1005883	-
337154	+
1003364	+
4342157	-
2466743	+
3655237	-
740537	-
4648800	-
2666156	-
1866901	-
1715553	-
2044072	-
114614	-
2420244	+
3954680	-
2671393	+
2435436	+
753321	-
781010	+
4621913	+
48394	+
3817076	+
3374654	+
358924	+
4613561	+
1983500	-
3429160	+
3002862	+
3640658	-
705025	-
4279916	-
1786195	-
1731610	+
2427109	+
1845525	-
3765738	-
3296376	+
696333	+
1649449	-
4186366	-
4027203	-
4537772	-
3559626	-
1826848	-
3268578	-
3985624	-
3786069	-
1114288	-
3965108	-
2654117	+
4161379	+
3550779	-
619125	+
3998006	+
3572872	+
4246542	-
3057824	+
1718552	-
2800858	-
3788781	-
3309285	+
2768903	-
1035686	+
3235450	+
1464075	-
4400720	-
3339878	+
4294619	-
1445194	-
3090937	-
3669296	-
3814127	-
2958011	-
1468346	+
2835275	-
681848	+
4622617	+
2257923	-
3684931	+
2810479	+
2019490	-
1708945	-
4612614	-
2674835	+
237307	-
2136271	+
4475396	-
3912428	+
1360505	-
499034	+
2926028	+
171032	+
562588	+
2843008	-
3957999	+
1902788	-
400126	+
3912608	+
4228582	-
304593	+
717833	+
3951029	+
916471	+
1478321	+
719460	-
2062690	-
3462481	-
4314475	-
402415	-
2241341	+
3081816	+
4704962	-
409221	+
2955265	-
2681226	-
3767910	-
4271666	-
288737	-
2612361	+
929134	-
2090227	+
1977846	+
2727762	+
3502994	-
4060225	-
3136418	+
1472799	-
4501088	+
2630746	+
1361562	-
13964	-
3182378	-
4683182	-
4482165	+
2731189	-
3670264	+
1571595	+
3326478	-
130852	-
1604130	-
2333718	+
2905443	-
141349	-
2759677	+
450496	-
93127	-
1245306	+
1750287	-
26051	-
4246983	+
420696	-
1905133	+
1694490	-
3889968	-
4497609	+
4643636	-
1586725	+
4269288	-
1764392	+
962931	-
2495426	-
3372600	-
3435398	-
3301128	+
1412832	-
1799337	+
4575412	+
4634906	+
1102988	+
4563813	+
302898	-
2064618	-
1930178	+
4622906	-
2631250	+
1789464	+
3606693	+
1797866	+
1301790	+
4564054	-
4398517	-
4274322	+
4347909	+
1232283	-
4490080	-
4070697	+
417151	+
4191274	+
2010588	+
3250242	+
3652655	+
1099618	-
2705456	-
3813795	-
364786	-
3081817	-
2013184	-
3044913	-
2334520	-
757857	+
1076173	+
1811969	-
2442993	+
1261423	+
184392	+
1591840	+
3506202	+
1154150	-
3527983	-
634887	-
2974321	-
4502522	+
2276154	-
4146430	-
1549187	+
1803439	+
4686345	-
1332133	+
3911152	+
4417825	-
497269	+
1557852	-
4075024	-
1365584	+
191816	-
4413438	+
3805402	-
980089	+
3980923	-
4573145	+
4499108	+
17040	+
3344175	+
2859342	-
2015734	-
4553569	+
1425938	+
1705949	-
1263244	+
637461	-
1094104	+
1872298	+
1920907	-
4694200	+
1769570	-
4049198	+
4200021	-
2640284	+
2954663	-
240194	-
4256309	+
1358799	-
3709246	-
1875822	+
2458755	-
1081092	+
2468763	-
2693717	+
4027290	+
4448121	+
3674349	-
4402894	+
2828968	-
1509954	+
2983987	-
4206707	+
1387920	+
1692347	-
1016520	+
3776124	-
2088370	+
1542127	-
4421847	+
761574	+
2065580	+
4446180	+
3505165	-
1220975	+
687458	+
566417	-
1602074	+
1255347	+
989183	+
4447201	-
2913940	+
2175490	-
2142522	-
3519749	-
3340166	+
685743	+
2349033	+
3567879	+
4041430	+
988589	-
598051	-
1256306	-
3864353	-
1659036	+
3445094	+
10685	+
4030888	+
2552448	-
3851977	+
1144473	+
1939860	-
4538492	+
2980632	-
2776946	+
406123	+
4394009	-
3702520	-
2600993	+
4132934	-
501924	+
664907	+
4708803	-
23960	+
3220668	+
3396407	+
3583306	+
3343194	-
2711118	+
3655905	-
4305960	-
3246331	-
672616	+
2003348	+
3322217	-
4574406	-
849699	+
2724401	+
3764371	-
2919372	+
2206618	-
1857412	+
983277	+
279754	+
1445117	-
4059599	-
254337	-
1306921	+
2045533	-
4495776	+
4161913	+
2004676	+
4294120	+
2546185	+
2401812	+
137659	+
1335221	+
558603	-
4064783	-
848804	+
3064750	+
4542344	-
4576595	+
3778062	+
4361659	-
4472640	+
1159350	+
3317522	+
263301	+
776743	-
3227549	+
3268532	+
2224321	+
110694	-
4309948	-
712493	+
1347314	+
1763652	+
2462435	-
3019233	-
704957	-
2479364	-
4343413	-
3355638	+
2757465	+
4284935	+
2900087	+
1866118	+
3255673	-
3819710	+
90515	-
3148378	+
1187157	-
49648	+
3929031	-
2574476	-
75666	+
3225753	+
4514717	+
2756421	-
3382408	+
1216008	+
1865823	-
4155435	-
62431	-
4094926	+
1118759	+
1656220	+
4106487	+
859068	+
2859042	+
361852	-
3929370	-
3377903	-
3526110	-
4005172	-
1538723	-
3708528	+
4667409	+
4508489	+
1161812	+
1747827	-
4015680	+
1933242	+
2319890	+
2056973	-
1064392	-
1486393	-
978340	-
2518424	-
378595	-
4641320	-
4438762	-
667520	+
2368395	-
727698	-
4446685	+
2844630	+
2391843	-
2891363	+
3757610	-
185289	+
3239616	+
3235791	-
1249179	-
4483423	-
1400282	-
639817	-
2766061	-
4708906	+
3260853	+
3503104	+
2242844	+
1848	+
3460265	-
1148593	+
1122092	-
2559195	-
3753811	+
242300	-
2064811	+
3410749	+
921725	-
3345310	+
231499	-
4318633	+
475357	-
3365009	-
2941633	+
4166755	-
113448	-
3148347	+
569303	-
1156598	+
297	-
4557348	+
2989772	-
1793221	+
474141	-
1389625	+
153438	-
2932779	+
4044031	-
4455541	+
4303446	-
2820079	+
1739305	+
416270	-
3983999	+
3326895	-
3796430	+
1915109	+
966568	-
3545149	-
4024501	+
782989	+
2223672	+
1878160	+
4251139	+
178195	-
2712444	-
1579627	-
4731949	+
142420	+
3260931	-
835914	+
3009862	+
181984	-
4328617	+
1716701	-
980642	-
724417	+
4520981	-
622883	+
2533440	-
1675128	-
2426867	+
1341192	-
1765910	-
123618	-
81517	+
2339176	-
3685494	-
315581	-
845299	-
1536837	-
1948516	+
313373	+
3862255	+
2943581	-
5364	-
2671538	-
3074998	-
10659	+
2880874	-
4434767	+
2591295	-
14837	-
65210	-
2742398	-
2103941	-
2374505	+
2054839	-
1191500	+
137151	+
2311163	+
1808885	+
526522	+
3376300	-
2189386	+
2865772	-
1856413	+
392505	-
607074	+
1162579	-
4171682	-
3542340	+
3086827	+
4686437	+
346716	+
1417706	-
3081070	-
1631677	-
115678	+
2833013	-
3987472	+
2934040	+
1521413	-
3373211	+
1125566	+
320789	+
4667191	-
444466	+
3060267	+
1057422	+
730608	+
610618	+
2960053	+
3760717	+
4458991	+
2969634	-
2210924	+
114918	-
374189	+
2038191	-
3618401	-
1472209	+
1492155	+
291492	-
2826067	-
282680	+
954030	+
3490117	+
2029902	-
4652735	+
88747	+
3674086	+
183959	-
4695230	-
3144349	+
1578122	-
4300765	-
824277	+
2945557	-
249593	+
3613493	+
4250770	+
1964081	+
2951190	-
844805	-
1606889	+
2026906	-
814512	-
4175720	-
4731510	-
449932	-
409256	+
3913786	+
3714404	+
3509259	+
2965057	+
4588368	-
1282635	+
3901908	-
3262140	+
140847	+
3602591	-
1441368	-
1346574	+
3675676	+
1500842	-
1488457	+
244676	-
4598837	-
4294326	+
3159036	+
607645	+
3914207	-
1320157	-
4405973	+
4214007	-
21449	-
2477902	+
31408	+
3146661	-
3452571	+
738554	-
3278003	-
163322	+
1102067	+
2864409	+
3015473	+
4446524	+
700332	-
4354817	+
3928067	-
3206573	-
571427	-
369070	-
77248	+
1120433	-
1788033	-
3549988	-
532295	+
3866172	-
4131937	-
3684561	+
961777	-
1081817	+
2183619	-
1492810	-
505378	+
3991358	+
4594707	-
1341658	+
475575	-
1305860	+
4010602	+
3534195	-
175168	+
3155274	+
1556806	+
1534999	-
3753361	-
4279341	+
4377640	-
4129019	-
2886720	-
603758	-
4119947	-
688217	+
2208558	+
3116881	-
1024060	+
4143621	-
3322826	-
3683278	-
2799003	+
1989592	-
2152961	+
3858693	+
686616	+
2483007	+
1374162	-
2003840	-
4666165	+
3479918	+
75308	+
32370	+
1621603	-
2258201	-
3077186	+
3953161	+
200141	-
3386442	-
532329	+
720247	-
2602011	+
3188704	+
4228058	+
4435068	-
1936319	+
1893428	-
1328348	-
2634295	+
3300258	-
1509478	-
1104275	+
877936	-
349470	-
1135936	-
719497	+
782330	+
769004	+
3392243	+
4629189	+
1355784	-
2677082	+
1464345	-
1792977	-
1048591	+
3686528	-
581894	-
2533067	-
3303012	+
1609418	+
2774695	-
1148741	-
2065406	+
2966249	-
3921078	-
1156328	+
3137346	+
2720898	-
1735361	-
2733192	-
3743515	+
1977676	+
1090431	-
1997257	-
2140588	+
3284624	-
4437448	-
1948936	+
1900212	+
3699703	-
4221600	-
220331	-
4710898	+
1559978	+
2306794	-
3917193	+
1937118	+
4495618	-
3488655	-
2396818	-
2900130	+
4419883	+
4538804	-
3610277	+
406161	+
1060444	-
83322	-
51984	-
1307966	-
4576994	+
2959431	+
2469786	+
518805	-
1331499	-
1653	-
182123	+
4652961	-
3147432	-
4343488	-
3490030	-
580021	+
4714140	-
1152015	-
2063780	+
1641541	+
2607716	-
1309222	-
932378	-
698892	-
4434427	+
371000	-
4131735	-
2981941	-
3720164	+
1663688	-
3938886	+
1282193	-
4674200	-
1981987	+
2701307	-
2403820	+
3016276	-
4383622	+
2388296	+
3955438	+
1196461	-
2854044	+
2650825	+
1484244	+
2476100	-
3662131	+
1679196	-
4606029	+
4207226	-
1266286	+
2185155	+
4132494	+
2610505	+
1858479	-
543336	-
4475668	+
1401013	+
2418137	+
4311934	-
1872631	+
3357740	-
1643413	+
299601	-
2580300	+
3120094	-
1312955	-
1485470	+
688192	+
4231280	-
2325230	+
4411377	+
1753245	+
2419455	+
2999542	+
2405970	+
4130043	-
4087230	+
2267488	+
2593678	+
2294871	+
2155665	+
2495590	+
2258816	-
2657850	+
3729974	+
4339085	-
745296	+
1162947	+
1272093	+
1991048	+
4056927	-
3504213	+
1308064	+
1311809	+
724100	-
799217	-
3947386	+
2498163	+
2785592	+
4210000	-
650514	-
1110275	+
2085016	+
1309065	-
3437383	-
211114	-
3205527	-
117522	+
4421128	+
167791	+
3157185	+
4663000	+
38345	-
3428648	-
4109371	+
4206720	+
3077240	-
2267538	-
2728513	-
791560	-
3728200	+
3040500	+
3667120	-
3063452	+
3621605	-
1893516	-
365866	-
2172032	-
3639521	+
2179168	-
613885	+
2383035	+
3021056	+
3271248	-
3123336	-
3283300	-
275987	-
2699644	-
1025939	+
1790635	+
1606058	-
819837	-
2032324	-
1935219	-
2599866	+
2451433	-
3301133	-
784387	-
4009554	-
1368027	-
1120221	-
3535878	-
4582588	-
2493877	-
76720	+
3034664	-
894881	-
1480426	-
2930114	+
1867668	+
2482910	+
274355	-
2931970	-
3113459	+
1902078	-
42375	+
2363530	+
3047446	-
3758723	+
4421070	-
4617688	-
1253377	+
4024780	+
4089242	-
3918143	+
939307	+
3506730	-
572839	-
2120384	+
943029	-
621202	+
3024228	+
1479811	-
3104748	-
2857757	+
3937880	+
3823782	+
2987343	+
4274880	-
1370756	-
541839	-
3019464	+
3158432	-
1422163	+
2201963	-
1498650	-
2798461	-
3600279	-
746549	-
763876	+
1509484	-
4272607	-
4604286	+
668373	+
1339283	+
723735	+
3906519	-
1345308	-
1702484	-
2115462	+
365896	+
4683217	-
296247	-
4283132	-
1824165	+
3329002	+
1676779	-
3220928	+
273127	+
2684152	+
4086800	-
4246467	+
1488398	-
2253073	-
3987349	-
1490966	+
65139	+
4113003	+
2325583	+
1989508	-
2245813	+
3679473	-
1253446	-
4115701	-
2602315	+
3344558	+
2134060	-
3008294	-
4446803	+
28056	+
4219577	+
26183	-
3688934	+
1871421	+
1188928	+
3028173	+
1065722	-
2606260	+
42916	-
190614	+
979928	+
1917746	-
4726010	+
611344	-
2250123	-
4457063	-
3345380	-
3585557	+
2061146	+
132566	+
3705657	+
3290942	-
854129	+
4264643	+
2883824	-
1974634	-
3576134	-
602834	+
2241662	-
4485008	+
3246455	-
2735936	-
3861999	-
2230911	-
1793997	+
1698343	-
1251805	+
3117962	-
3219016	+
503732	+
898074	+
2912533	-
543177	-
94258	-
2106143	-
176903	+
418615	-
2977109	-
2590629	+
3944818	-
711030	-
2806630	+
688046	-
2482756	-
4429760	+
4671416	-
3020469	-
4673183	+
2799726	+
3727173	-
1037341	+
1319497	-
4219489	-
2962644	-
3043291	-
1188158	+
3140115	-
2188978	+
3845157	+
4470504	-
1454141	+
3816319	-
715595	-
3173199	-
4231358	-
2769475	+
3436902	-
1802308	+
495694	+
2184230	+
950129	-
3025654	+
2973456	+
2046240	-
4385665	+
3607372	+
1890901	-
2041609	-
496452	-
4442037	-
4321334	+
1376760	+
2279122	-
3526086	+
369783	-
1613470	-
1023656	-
605247	-
4553533	-
320364	+
1152824	+
4342346	-
3720953	-
346228	+
4680280	-
379980	+
2982256	+
709393	+
1942927	+
563275	-
3434527	+
409488	-
3897369	+
760804	+
1413396	-
2930935	-
623925	-
591353	+
1350516	-
4653283	-
3951697	+
2825782	-
2195365	-
3931942	+
2265083	-
4183463	+
1364265	-
1648466	+
2263742	+
2029152	+
208450	+
1377264	+
1871976	-
1908598	-
3841454	-
4669508	-
99351	-
1392717	+
1473177	+
3231796	+
4188179	+
496557	+
1923711	+
1738981	+
3768443	-
2656461	-
1718790	+
4625876	-
1446902	-
3904268	-
1235315	-
1284160	+
1749368	+
1433989	+
3147575	+
1289160	-
4197502	+
3235265	+
4478936	+
1089400	-
3606923	-
1421919	+
2394511	-
1608798	-
554495	-
1582539	-
3447562	-
341028	-
61525	+
3560007	+
576474	-
2841284	+
188142	-
1881414	-
1316562	+
1210634	+
1400920	-
4107865	-
3922040	+
2465168	-
3656018	-
281196	-
2656224	-
2172841	+
2351268	-
1001356	+
2996156	-
3012601	+
994638	+
2119856	+
297863	-
3698171	-
146895	+
3375424	-
1484853	+
4622961	-
3421303	+
2878472	-
2017055	-
1957080	-
3634745	+
570864	+
2564863	-
1751646	+
3108188	-
78413	+
3831312	-
617625	+
850561	-
3768456	+
1241975	-
3880306	+
3415161	+
2091719	-
3226732	+
835514	-
1569234	+
4557330	-
3774624	-
2218911	-
1361626	+
1534294	+
2308400	-
1166084	+
4657197	-
3220410	+
2322435	-
3963475	-
4255372	+
4674906	-
4690012	-
2974373	-
47214	-
959165	-
188102	-
1885005	-
752069	+
963589	-
784728	-
2417037	-
3897263	+
4731677	-
4652629	-
1559725	-
1744486	+
3873322	-
3639055	+
2011699	+
4527158	+
3172112	-
3086455	-
560427	-
3368825	+
344535	+
813581	+
1478719	-
3874621	-
2548098	-
4683152	+
1417349	-
3356573	-
1249643	-
1360173	-
1963690	-
363647	-
2184512	+
2890949	-
751174	+
759131	+
1542869	+
2048104	+
572032	+
1264039	+
4705786	+
2084703	+
3444688	-
4519259	-
113122	-
49921	+
1475238	-
808068	+
3676800	-
1015326	+
4464757	+
4314128	-
2409324	-
4697290	+
506225	+
625247	-
1291316	+
3541341	-
3446724	+
1836439	+
3778858	+
1017962	-
2053145	-
2642488	+
2649293	-
1652542	+
118353	-
4264375	-
3211548	+
1484714	-
4642234	+
3699052	-
4098784	-
454825	+
2224577	+
4001427	+
857771	-
3393279	+
692210	+
678710	-
3045071	+
1645632	-
3553684	+
2606464	+
4370801	-
2305419	-
718394	-
965840	-
2775690	+
2829986	+
3235954	-
2203766	-
3320307	-
354583	-
2035804	-
4132250	+
1503274	+
2210154	-
4481467	+
3222446	+
3743427	-
1087368	-
4235554	+
4345245	-
1398609	-
316809	-
2123247	-
2891045	+
1303012	+
3564045	-
4678183	-
4421116	+
355210	-
2337678	-
4465151	+
3633476	+
4443627	+
985142	-
571261	+
739010	+
4213385	+
3141237	-
3698128	-
2013957	-
3039721	+
3887348	+
1551515	+
3705607	+
3161138	+
844733	+
2671445	-
1324483	+
1697435	-
662969	-
1087780	-
49164	+
3452971	-
2399973	+
2439063	+
3033633	+
4477036	+
3064793	+
2221670	+
3913029	+
664586	+
42971	-
2720559	+
4653753	-
3325260	+
893989	+
3669418	-
4305791	-
2424258	-
2904352	+
3650968	-
2787686	-
3950847	+
4174585	+
956484	+
997686	-
2748295	-
3831680	+
4620967	+
1941365	-
417221	+
475643	-
3602523	-
1567663	+
497130	-
354335	-
205284	-
2806279	+
300141	+
4701208	+
3871156	-
2310801	+
2162218	-
2577986	-
2252498	-
423351	+
3247084	-
494377	+
1974491	+
212087	-
4300996	+
1054130	-
2331657	+
3952990	+
3316736	+
4717683	+
2434422	+
3726534	+
1347601	-
872202	+
1005259	+
1589310	+
4389344	+
1299542	+
343704	+
3040471	+
3776386	+
3760255	-
3272573	-
2416755	-
3979576	-
4345721	+
750647	+
4387286	-
1616454	+
1142485	+
1607779	-
4666190	+
1369258	+
3001735	-
794716	+
3413546	+
691832	-
3990725	+
280797	+
1819738	+
2437372	-
2910312	-
677750	-
289851	-
2769423	+
1497156	-
3787953	-
662283	+
217349	+
2224726	-
3956253	+
766560	-
3793422	-
4546901	+
72226	-
4414737	-
1962508	+
1510893	-
446452	-
127073	-
509989	-
3988244	+
784260	-
2501671	+
2366534	-
131277	-
3124070	+
2739244	-
1063017	+
20763	+
4582540	+
1019777	+
1005976	+
2216196	+
1311715	+
1098204	-
3541434	+
3567294	-
707651	+
4267658	-
1755819	-
2819119	-
1916726	-
2279622	-
2707397	+
102064	+
3014777	-
2848029	-
2526721	+
3288837	+
1943548	-
814616	+
3735476	-
2480488	-
4499555	+
1161474	+
4506296	-
31286	+
1634128	+
481148	+
2747803	-
2336979	-
1484587	-
1408383	+
347513	+
2932887	+
2917897	+
3847975	+
657082	-
3443592	-
1390230	-
4725569	+
1670675	+
3300513	-
885098	+
1366028	-
4176704	+
1326671	-
3734721	+
4560749	-
3208698	-
757439	-
320660	+
3411389	-
2343376	-
991065	+
2932540	+
2055941	-
988362	-
1221664	-
2382165	-
3149803	-
540589	-
853172	-
1280547	-
540503	+
829930	+
2822885	-
2798732	-
3058606	-
2345191	+
2996895	+
2605829	+
4001463	+
2814666	+
2761565	-
423934	+
529237	+
2796345	-
4115826	+
3863269	+
2708272	+
1039820	-
2558570	-
1448527	+
69181	-
1703030	-
32501	-
3734096	-
3565529	+
3331319	+
4204335	+
87138	-
2955036	+
3995107	+
3516091	-
198912	-
2964410	+
3489055	+
175170	-
2277873	+
1799738	+
2468409	-
1963646	+
4281506	-
3536839	+
1659593	-
4146285	-
4583559	-
40246	-
4119331	+
2272113	-
2274680	-
4077292	+
3709761	-
2232666	+
